,Bearing 1,Bearing 2,Bearing 3,Bearing 4
2004.02.12.23.12.39,0.00209448703549978,0.0014120806680013671,0.00089867669319791,0.003553884467014991
2004.02.12.23.22.39,0.002017237169783681,0.0008819766590165536,0.002045363543141755,0.0036975438253820992
2004.02.12.23.32.39,0.0016972020118169832,0.0009250451682211047,0.0010959519507788467,0.002853361980565457
2004.02.12.23.42.39,0.0013548513110991744,0.0009342253039699203,0.0008639582010840374,0.003200742223741394
2004.02.12.23.52.39,0.0024622296010547388,0.0014777577030128423,0.001168562918111236,0.0024426485668245517
2004.02.13.00.02.39,0.0021608476976414867,0.0015535914839591779,0.0017207383173006496,0.0030082523560720736
2004.02.13.00.12.39,0.0022771131402900538,0.002246887055031984,0.002157722545046145,0.0035006592118755797
2004.02.13.00.22.39,0.001839933590507349,0.00196445138922799,0.0022286244445529567,0.0030494653059231405
2004.02.13.00.32.39,0.0017060891645099862,0.0018477953025050052,0.0021318423751159727,0.0031059622051858
2004.02.13.00.42.39,0.00181390692904927,0.0017702524537330925,0.002162996240050784,0.00287992577762586
2004.02.13.00.52.39,0.0027427120464866453,0.001978905219981444,0.002488891059133747,0.0035472435177498897
2004.02.13.01.02.39,0.001849309048293374,0.0012135358171785733,0.0016174617901264711,0.0027301626055959765
2004.02.13.01.12.39,0.0015604765857707896,0.0013570486840177745,0.0008992626593095366,0.0029210410664583233
2004.02.13.01.22.39,0.001945456321109429,0.0016283021631915624,0.0015564236534987058,0.002840568387128278
2004.02.13.01.32.39,0.0026992528932076763,0.0015981249084427952,0.0014003613457688364,0.002968601982518678
2004.02.13.01.42.39,0.0025936813320962936,0.0007847551149958495,0.0009131793544606668,0.0027885150642121197
2004.02.13.01.52.39,0.0018331949802236438,0.0009109819815420674,0.0008055080814492896,0.0023292152937155136
2004.02.13.02.02.39,0.0020415547634161824,0.0018411543532399046,0.0022039650373553393,0.0027321158259680646
2004.02.13.02.12.39,0.0017798232335563262,0.0016889496557449095,0.002544899653303384,0.0026840177743053858
2004.02.13.02.22.39,0.0017633185214121785,0.0010922408320718786,0.0010334488988720152,0.0031381903413252605
2004.02.13.02.32.39,0.0017559939450168464,0.001243859563455247,0.0019937985253186187,0.0028660579129840325
2004.02.13.02.42.39,0.0023600273450852093,0.001496801601640705,0.0018769471165584256,0.002736364080277357
2004.02.13.02.52.39,0.0020242687631231993,0.0018322672005469018,0.0021818936471507395,0.0026197079935543727
2004.02.13.03.02.39,0.0019202109478001859,0.0022808242589970216,0.0016309878412031835,0.002666682943503101
2004.02.13.03.12.39,0.0017818252844377168,0.0018865667268909618,0.0014564187704477756,0.0028565847941794033
2004.02.13.03.22.39,0.0024868401777430544,0.0011750573758484298,0.0011799892572879537,0.0027008643000146497
2004.02.13.03.32.39,0.0017888080472679329,0.0009674300502954246,0.0014982176864104693,0.0026799160115240006
2004.02.13.03.42.39,0.0020544460178719666,0.001522535280042971,0.001920259778309488,0.0027849016065237563
2004.02.13.03.52.39,0.0018683529469212365,0.001219737291859954,0.002234728258215733,0.0032316519361296936
2004.02.13.04.02.39,0.0021736901215879682,0.0013066067679085892,0.0013265296157038919,0.0029788563894721422
2004.02.13.04.12.39,0.0013732115825968064,0.0019102495239025341,0.002038576102348748,0.002412031837492065
2004.02.13.04.22.39,0.001762732555300552,0.0014785389911616776,0.0014503149567849992,0.003010303237462767
2004.02.13.04.32.39,0.0017511108940866254,0.0016580887738659115,0.0017615606230772989,0.0028146882171981055
2004.02.13.04.42.39,0.0017686898774354218,0.0016329410615752724,0.0018460862346794276,0.0025266858733336587
2004.02.13.04.52.39,0.0021219297817276234,0.0011356511548415449,0.0003135895307388056,0.003041603593925485
2004.02.13.05.02.39,0.0013288734801503981,0.002029688949655745,0.0008580497094584698,0.0023469407685922164
2004.02.13.05.12.39,0.001449484838126862,0.001957126812832658,0.0012172469358855413,0.0032568484789296352
2004.02.13.05.22.39,0.0021057668831485914,0.0016216612139264616,0.0021123101713950874,0.0027110698764588118
2004.02.13.05.32.39,0.0019512671517163925,0.0015223887885150642,0.0012792128521900482,0.003057815323013819
2004.02.13.05.42.39,0.0018877386591142145,0.0015608183993359053,0.0013855168709409637,0.0027059915034913814
2004.02.13.05.52.39,0.0015476341618243078,0.0005855754675521264,0.0009888178133697935,0.0032973289711411688
2004.02.13.06.02.39,0.001480492211533766,0.0012741833097319206,0.0015828897895405047,0.0030866741540114266
2004.02.13.06.12.39,0.0021720787147809953,0.001572244738512623,0.0021384833243810733,0.0028763123199374973
2004.02.13.06.22.39,0.001138922798964793,0.0009777332877581914,0.0017202011816983252,0.0028594169637189315
2004.02.13.06.32.39,0.0019962400507837295,0.0014606181942477662,0.001278431564041213,0.0028828067776746915
2004.02.13.06.42.39,0.0021102104594950934,0.001240441427804092,0.0012064553933297522,0.0026861663167146834
2004.02.13.06.52.39,0.0015352800429708482,0.0013455735143317544,0.001877435421651448,0.0027454465550075685
2004.02.13.07.02.39,0.0016115532985009034,0.0013511401923922068,0.0013409834464573464,0.002831095268323649
2004.02.13.07.12.39,0.0017827042336051562,0.0015709751452707653,0.0018253332682259872,0.0028641535231212463
2004.02.13.07.22.39,0.002492113872747693,0.0016978856389472138,0.001730260266614581,0.002705552028907662
2004.02.13.07.32.39,0.002377069192831681,0.0011771570877484256,0.0006335758581962011,0.003076712730113775
2004.02.13.07.42.39,0.002093315103276527,0.0013519214805410421,0.0017504272669563944,0.003318130768103911
2004.02.13.07.52.39,0.0018357341667073585,0.001977635626739587,0.0026054006543288245,0.0026857268421309637
2004.02.13.08.02.39,0.0016066702475706822,0.0016460764685775674,0.001198398359294888,0.0027977440304702375
2004.02.13.08.12.39,0.002461790126471019,0.0010243175936325015,0.0008697202011816985,0.002848723082181747
2004.02.13.08.22.39,0.0021100639679671857,0.001889105913374676,0.0012566531568924263,0.0031793056301577228
2004.02.13.08.32.39,0.0014078812442013767,0.001531764246301089,0.0011098198154206752,0.0028923775574979244
2004.02.13.08.42.39,0.002238537037941306,0.0012742809707505251,0.0020191415596464667,0.002661506909517066
2004.02.13.08.52.39,0.0017455930465354748,0.0008356853361980564,0.0010410664583231602,0.002951267151716393
2004.02.13.09.02.39,0.0019204062698373946,0.0016851897065286393,0.0019283168123443526,0.0031069876458811466
2004.02.13.09.12.39,0.0018161043019678696,0.0011956638507739632,0.0016881683675960735,0.0031159724595927535
2004.02.13.09.22.39,0.0015071048391034716,0.0006214170613799506,0.00028746520826212216,0.0029575662874163776
2004.02.13.09.32.39,0.002110698764588115,0.0008660579129840325,0.0014126178036036917,0.003076029102983544
2004.02.13.09.42.39,0.0015728795351335517,0.0009953611016162898,0.0010064456272278921,0.00298808535573026
2004.02.13.09.52.39,0.0022808730895063235,0.001463596855315201,0.0017375360125006104,0.0030730016114068072
2004.02.13.10.02.39,0.0024961179745104744,0.0018191317935446069,0.0015677523316568194,0.0032968894965574487
2004.02.13.10.12.39,0.001518628839298794,0.0012330680208994577,0.0010963914253625667,0.0032154890375506616
2004.02.13.10.22.39,0.001951364812734997,0.0012335563259924802,0.001192392206650715,0.0031824796132623664
2004.02.13.10.32.39,0.00223951364812735,0.0013176912935201914,0.002047414424532448,0.0027981346745446557
2004.02.13.10.42.39,0.001663753112944968,0.001037257678597588,0.0013795595488060941,0.003201377020362322
2004.02.13.10.52.39,0.0013958689389130328,0.0008661555740026368,0.0010438497973533861,0.00279779286097954
2004.02.13.11.02.39,0.002795790810098149,0.0013931832609014112,0.0020139655256604327,0.0029189901850676303
2004.02.13.11.12.39,0.0017724986571609942,0.0019992187118511645,0.001656868011133356,0.0030306167293324866
2004.02.13.11.22.39,0.0018213291664632063,0.0010417989159626933,0.0021421944430880416,0.0031650959519507788
2004.02.13.11.32.39,0.0014556374822989407,0.0015026612627569704,0.0014580301772547486,0.0025579373992870745
2004.02.13.11.42.39,0.00220352556277162,0.0011084525611602131,0.0015024171102104597,0.002773572928365643
2004.02.13.11.52.39,0.0022122173934274133,0.0021256409004345917,0.001924996337711802,0.0025621368230870647
2004.02.13.12.02.39,0.002590653840519557,0.0020592314077835833,0.0005861614336637531,0.003230431173397138
2004.02.13.12.12.39,0.0021875091557204945,0.0012846818692318963,0.0013875677523316567,0.0032612432247668345
2004.02.13.12.22.39,0.0018592216416817226,0.0006323550954636458,0.000688461350651887,0.0027432491820889686
2004.02.13.12.32.39,0.0017912495727330437,0.0013119292934225307,0.0023340495141364326,0.002989696762537233
2004.02.13.12.42.39,0.0021382880023438646,0.0007618047756238098,0.0008469163533375653,0.003034864983641779
2004.02.13.12.52.39,0.001482689584452366,0.0020347184921138727,0.002113726256164852,0.0024934811270081545
2004.02.13.13.02.39,0.0019439914058303632,0.0013520679720689488,0.0020763709165486596,0.003117974510474144
2004.02.13.13.12.39,0.0022245226817715707,0.001981639728502368,0.0020638703061672935,0.0031556228331461496
2004.02.13.13.22.39,0.002349919429659651,0.0011769129352019144,0.0012818008691830658,0.003331852141217833
2004.02.13.13.32.39,0.0022403437667854876,0.0010376483226720054,0.001722789198691342,0.0029427706430978076
2004.02.13.13.42.39,0.0018073636408027735,0.0022294057327017923,0.002712534791737878,0.003020899457981347
2004.02.13.13.52.39,0.0020332047463255043,0.0014718003808779727,0.0016347477904194538,0.0024410859905268814
2004.02.13.14.02.39,0.002190390155769325,0.0016192196884613507,0.0015492455686312806,0.0030547878314370817
2004.02.13.14.12.39,0.0025349382294057327,0.0019212363884955324,0.002560183602714976,0.0031958591728111726
2004.02.13.14.22.39,0.002014453830753455,0.001295766394843498,0.001379315396259583,0.0028360271497631716
2004.02.13.14.32.39,0.0019337369988768982,0.001416426583329264,0.0015463645685824506,0.0032145612578739196
2004.02.13.14.42.39,0.0017026221983495282,0.0016988134186239558,0.0014554421602617316,0.002468919380829142
2004.02.13.14.52.39,0.0022677376825040283,0.001396161921968846,0.001291371649006299,0.0033763367351921482
2004.02.13.15.02.39,0.0021419991210508325,0.0014932858049709458,0.0011145075443136873,0.0031088432052346305
2004.02.13.15.12.39,0.0017266468089262171,0.0019388153718443283,0.001654768299233361,0.002532154890375507
2004.02.13.15.22.39,0.0016353337565310807,0.0018898383710142096,0.0014632550417500857,0.0027181991308169347
2004.02.13.15.32.39,0.002049904780506861,0.0017604863518726498,0.001944870354997803,0.00316138483324381
2004.02.13.15.42.39,0.0018216221495190195,0.0008178622003027493,0.0011952243761902438,0.003139459934567118
2004.02.13.15.52.39,0.0014933834659895502,0.0014939206015918746,0.0022011816983251134,0.0028696713706723963
2004.02.13.16.02.39,0.0017326529615703894,0.0011522535280042968,0.0004519263635919723,0.0029643048977000827
2004.02.13.16.12.39,0.0019841789149860835,0.0017959861321353583,0.002125347917378778,0.0032335074954831784
2004.02.13.16.22.39,0.0020357927633185215,0.0015441183651545489,0.001983104643781435,0.0036386054006543296
2004.02.13.16.32.39,0.0014371795497827044,0.0021940524439669905,0.002107915425557889,0.0025058352458616146
2004.02.13.16.42.39,0.0021366765955368916,0.0015452414668684995,0.0006449533668636166,0.003322037208848089
2004.02.13.16.52.39,0.0015642853654963627,0.001369695785927047,0.0017753796572098249,0.0027389032667610724
2004.02.13.17.02.39,0.0017817276234191122,0.001801748132233019,0.0020727574588602967,0.0033786805996386545
2004.02.13.17.12.39,0.002100932662727672,0.0024739000927779674,0.001992235949020949,0.0033915718540944383
2004.02.13.17.22.39,0.0024434298549733877,0.001285072513306314,0.001958787050148933,0.0028969676253723328
2004.02.13.17.32.39,0.0023799013623712097,0.0019659163045070557,0.002228380292006446,0.003263928902778456
2004.02.13.17.42.39,0.0013538747009131302,0.0009692856096489087,0.000705893842472777,0.002777821182674935
2004.02.13.17.52.39,0.002103716001757898,0.0019007275745886025,0.0015645783485521752,0.0029436984227745495
2004.02.13.18.02.39,0.0019903315591581617,0.001560330094242883,0.002236974461643635,0.0030122076273255533
2004.02.13.18.12.39,0.0019033644220909224,0.0012078714780995167,0.0016555495873821961,0.0028473558279212855
2004.02.13.18.22.39,0.0013075345475853314,0.0013515308364666246,0.0025237072122662237,0.002550710483910347
2004.02.13.18.32.39,0.0019814444064651594,0.0013137848527760142,0.0021904878167879295,0.0027324088090238782
2004.02.13.18.42.39,0.002249523902534303,0.0018444748278724549,0.003279359343717955,0.0033653010400898483
2004.02.13.18.52.39,0.001997460813516285,0.0008018946237609257,0.0019215293715513452,0.0030011231017139507
2004.02.13.19.02.39,0.0018339274378631773,0.001268518970652864,0.002438009668440842,0.0030050295424581277
2004.02.13.19.12.39,0.0023817569217246936,0.0019072708628350996,0.0019802236437326043,0.0028143952341422923
2004.02.13.19.22.39,0.0019935543727721077,0.0020318863225743445,0.0019867181014697984,0.0031549880365252213
2004.02.13.19.32.39,0.0018174715562283314,0.00220772498657161,0.0021162654426485667,0.002825626251281801
2004.02.13.19.42.39,0.0020920455100346693,0.00217085795204844,0.0022202255969529763,0.00289096147272816
2004.02.13.19.52.39,0.001629425264905513,0.0018780702182723764,0.002802627081400459,0.0030823770691928314
2004.02.13.20.02.39,0.001882757947165389,0.0012850236827970114,0.0020529322720835978,0.002999072220323258
2004.02.13.20.12.39,0.0017680550808144928,0.0013731627520875043,0.002287172225206309,0.0027424678939401335
2004.02.13.20.22.39,0.0018467698618096586,0.0015904585184823477,0.0021309145954392303,0.0034691147028663516
2004.02.13.20.32.39,0.0017046730797402223,0.002362810684115435,0.0016329410615752724,0.0025155525172127543
2004.02.13.20.42.39,0.0021522535280042976,0.0014955808389081498,0.0014911860930709505,0.00290331559158162
2004.02.13.20.52.39,0.0027068216221495193,0.0014192099223594903,0.002049074661848723,0.003041896576981298
2004.02.13.21.02.39,0.0023757507690805217,0.0018309976073050442,0.0019059036085746373,0.003333414717515504
2004.02.13.21.12.39,0.0022481078177645393,0.001872698862249134,0.0018645929977049662,0.0032479613262366325
2004.02.13.21.22.39,0.0019074661848723082,0.0013292152937155134,0.0011074271204648664,0.003247814834708726
2004.02.13.21.32.39,0.0025411885345964155,0.0020802285267835347,0.001789784657453977,0.0029259241173885445
2004.02.13.21.42.39,0.002135358171785732,0.0014772205674105183,0.0011080130865764929,0.002788612725230724
2004.02.13.21.52.39,0.00218057522339958,0.0010445334244836174,0.002035890424337126,0.003323892768201572
2004.02.13.22.02.39,0.0021157771375555448,0.0024401582108501394,0.0008719175741002977,0.0034002148542409297
2004.02.13.22.12.39,0.002140045900678744,0.001657063333170565,0.0008749938961863373,0.0028291420479515605
2004.02.13.22.22.39,0.0016613604179891597,0.0011356511548415446,0.0011654377655158947,0.0028566336246887056
2004.02.13.22.32.39,0.0015861614336637533,0.0017718638605400655,0.001184676986180966,0.0026975438253820983
2004.02.13.22.42.39,0.0024529518042873187,0.0013566580399433565,0.0022075784950437035,0.003200791054250696
2004.02.13.22.52.39,0.0022839005810830607,0.001287904682845842,0.0017116070120611355,0.003344352751599199
2004.02.13.23.02.39,0.001983348796327946,0.0015306899750964402,0.001506909517066263,0.0031883881048879346
2004.02.13.23.12.39,0.0014973875677523317,0.0017248400800820357,0.0024556863128082423,0.00245099858391523
2004.02.13.23.22.39,0.0023995312271106986,0.0012114849357878806,0.0018314370818887642,0.002852873675472435
2004.02.13.23.32.39,0.002394208701596758,0.001630108892035744,0.001647150739782216,0.0025535426534498756
2004.02.13.23.42.39,0.002617754773182284,0.002516138483324381,0.002091410713413741,0.0031734459690414573
2004.02.13.23.52.39,0.0018677669808096098,0.001439865227794326,0.0025197031105034426,0.0030020508813906927
2004.02.14.00.02.39,0.0018195712681283265,0.0011653401044972897,0.0012256457834855217,0.0031322818496996923
2004.02.14.00.12.39,0.001823135895307388,0.0005878705014893304,0.001197372918599541,0.002992187118511646
2004.02.14.00.22.39,0.002181503003076322,0.0010033693051418526,0.0012628546315738075,0.0026348454514380586
2004.02.14.00.32.39,0.0019896479320279307,0.0015915816201962983,0.0019680648469163533,0.0027894916743981643
2004.02.14.00.42.39,0.002210654817129743,0.0010375994921627033,0.0009269495580838909,0.002817813369793447
2004.02.14.00.52.39,0.001653889350065921,0.000990087406611651,0.000433419600566434,0.002477318228429123
2004.02.14.01.02.39,0.0020974168660579133,0.001349821768641047,0.002314712632452756,0.003112554323941599
2004.02.14.01.12.39,0.002283119292934225,0.0014151081595781042,0.001041017627813858,0.002853557302602666
2004.02.14.01.22.39,0.002141657307485717,0.005116216612139265,0.0012263294106157527,0.0035153571951755456
2004.02.14.01.32.39,0.0018621514722398553,0.0011733483080228527,0.0013632013281898532,0.002430538600517604
2004.02.14.01.42.39,0.002017334830802285,0.0012258411055227308,0.0011506421211973238,0.0027241564529518042
2004.02.14.01.52.39,0.0018436447092143175,0.0015114507544313686,0.002338786073538747,0.0031503979686508137
2004.02.14.02.02.39,0.0019934567117535036,0.0007673714536842619,0.0022228136139459936,0.0025951950778846625
2004.02.14.02.12.39,0.0014888422286244442,0.0012823380047853898,0.0002907368523853706,0.002801259827139997
2004.02.14.02.22.39,0.0020957566287416376,0.001902290150886274,0.0014551491772059179,0.0027014502661262757
2004.02.14.02.32.39,0.002167146833341472,0.0014298061428780703,0.002566140924849846,0.002806045217051614
2004.02.14.02.42.39,0.002147126324527565,0.0007390985887982812,0.0008238195224376191,0.0029621075247814837
2004.02.14.02.52.39,0.0021437570193857123,0.0006332828751403874,0.0014175985155525169,0.003197812393183261
2004.02.14.03.02.39,0.002520093754577861,0.001235851359929684,0.0023231603105620395,0.0023722349724107626
2004.02.14.03.12.39,0.0015265393818057519,0.0006585282484496312,0.001582694467503296,0.0028831974217491084
2004.02.14.03.22.39,0.0016296205869427217,0.001309341276429513,0.0011070853068997515,0.003247814834708726
2004.02.14.03.32.39,0.0017588261145563748,0.0012436154109087359,0.0011694906977879778,0.0029510718296791834
2004.02.14.03.42.39,0.0017614141315493922,0.00039171834562234476,0.00032555300551784764,0.002518384686752283
2004.02.14.03.52.39,0.0016028126373358073,0.0022633917671761317,0.002072806289369598,0.0026629718247961325
2004.02.14.04.02.39,0.0018775819131793545,0.0018994579813467454,0.0012758435470481956,0.00251169490697788
2004.02.14.04.12.39,0.002176326969090288,0.0015385516870940964,0.0012782362420040042,0.002921675863079252
2004.02.14.04.22.39,0.0019558572195908005,0.0012843400556667806,0.0017833878607353875,0.0029183553884467015
2004.02.14.04.32.39,0.0022123150544460183,0.002148542409297329,0.002217588749450657,0.003027100932662728
2004.02.14.04.42.39,0.0022375115972459595,0.0020083500170906786,0.0027124371307192733,0.002552028907661507
2004.02.14.04.52.39,0.0020687533570975143,0.0018441330143073391,0.001560085941696372,0.002769422335074955
2004.02.14.05.02.39,0.0017286000292983058,0.0023422530396992047,0.0015864544167195666,0.002969285609648909
2004.02.14.05.12.39,0.0019961423897651254,0.0015877240099614238,0.002131744714097368,0.0027787977928609795
2004.02.14.05.22.39,0.0013770691928316813,0.0014686752282826313,0.001739342741344792,0.0030149421358464774
2004.02.14.05.32.39,0.0017195663850773965,0.0009415987108745545,0.0012797011572830705,0.003047609746569657
2004.02.14.05.42.39,0.0020570340348649834,0.0015323990429220178,0.0013757507690805215,0.0029356413887396847
2004.02.14.05.52.39,0.0016325504175008542,0.0017423702329215295,0.001022315542751111,0.0028612725230724155
2004.02.14.06.02.39,0.001872650031739831,0.000794179403291176,0.0015830851115777136,0.0029728502368279704
2004.02.14.06.12.39,0.0018081937594609113,0.0014872796523267737,0.0016623858586845058,0.00315850383319498
2004.02.14.06.22.39,0.002234288783632013,0.0016774256555495877,0.0025851848234777087,0.0027007178084867424
2004.02.14.06.32.39,0.0022159285121343816,0.0006254211631427314,0.0012847795302505004,0.0035828409590312024
2004.02.14.06.42.39,0.0025815225352800427,0.0018430099125933885,0.002112261340885785,0.0029067825577420775
2004.02.14.06.52.39,0.002186483715025148,0.0019022901508862738,0.002258850529811026,0.0027777723521656334
2004.02.14.07.02.39,0.002204209189901851,0.0016988134186239562,0.0022225206308901803,0.0031351628497485228
2004.02.14.07.12.39,0.0016149714341520583,0.0013007959373016263,0.0012736950046388987,0.0029339811514234094
2004.02.14.07.22.39,0.0018086820645539336,0.0019262659309536602,0.002215782020606475,0.003051565017823136
2004.02.14.07.32.39,0.001956882660286147,0.0013816592607060897,0.0012720835978319257,0.0029910151862883928
